Date,Time,Operator,Flight_No,AC_Type,Registration,cn_ln,Ground,Decade,City,Country,US_State,Total_abroad,Passengers_abroad,Crew_abroad,Total_fatalities,Passengers_fatalities,Crew_fatalities,Source,Destination,Total_survivors,Passengers_survivors,Crew_survivors,Survival_rate,Type,Month,Day_of_week,Continent
2023-01-15,10:50:00,Yeti Airlines,YT691,ATR 72-500-72-212-A,9NANC,754,0,2020,Pokhara,Nepal,,72,68,4,72,68,4,Kathmandu,Pokhara,0,0,0,0.0,Passenger,January,Sunday,Asia
2022-11-21,10:15:00,AeroPaca SAS,?,Piper PA-31-350 Navajo Chieftain,HK-5121,31-7652004,0,2020,Medellín,Colombia,,8,6,2,8,6,2,Medellín,Pizarro,0,0,0,0.0,Passenger,November,Monday,South America
2022-11-18,15:11:00,LATAM,LA2213,Airbus 320-271N,CC-BHB,7864,2,2020,Lima,Peru,,108,102,6,0,0,0,Lima,Juliaca,108,102,6,100.0,Passenger,November,Friday,South America
2022-11-06,08:53:00,Precision Air,PW494,ATR 42-500,5H-PWF,819,0,2020,Bukoba,Tanzania,,43,39,39,19,17,2,Dar es-Salaam,Bukoba,24,22,37,55.81395348837209,Passenger,November,Sunday,Africa
2022-07-16,22:47:00,Meridian,MEM3032,Antonov An-12,UR-CIC,01347701,0,2020,Eleftheroupolis,Greece,,8,0,8,8,0,8,Nis,Amman,0,0,0,0.0,Passenger,July,Saturday,Europe
2022-05-29,10:10:00,Tara Air,?,de Havilland Canada DHC-6 Twin Otter 300,9N-AET,619,0,2020,,Nepal,,22,19,3,22,19,3,Pokhara,Jomsom,0,0,0,0.0,Passenger,May,Sunday,Asia
2022-03-22,06:22:00,China Eastern Airlines,MU 5735,Boeing 737-89P WL,B-1791,41474/5453,0,2020,"Wuzhou,  Guangxi",China,,132,123,9,132,123,9,Kunming,Guangzhou,0,0,0,0.0,Passenger,March,Tuesday,Asia
2021-12-27,19:14:00,Med Jet,?,Learjet 35A,N880Z,35A-591,0,2020,El Cajon,United States of America,California,4,2,2,4,2,2,Santa Ana,El Cajon,0,0,0,0.0,Passenger,December,Monday,North America
2021-09-12,23:15:00,Aeroservice/SiLA,51,Let L-410UVP-E20,RA-67042,2916,0,2020,Kazachinskoye ,Russia,,16,14,2,4,3,1,Irkutsk,Kazachinskoye,12,11,1,75.0,Passenger,September,Sunday,Europe
2021-07-06,15:00:00,Kamchatka Aviation Enterprise,251,Antonov An 26B-100,RA-26085,12310,0,2020,Palana,Russia,,28,22,6,28,22,6,Petropavlovsk,Palana,0,0,0,0.0,Passenger,July,Tuesday,Europe
2021-07-04,11:30:00,Military - Philippine Air Force,?,Lockheed C-130H Hercules,5125,5125,3,2020,"Patikul,  Sulu",Philippines,,96,88,8,50,,,Cagayan de Oro-Lumbia,Jolo,46,,,47.91666666666667,Military,July,Sunday,Asia
2021-06-10,08:00:00,Military - Myanmar Air Force,?,Beechcraft 1900D,4610,E-325,0,2020,Near Pyin Oo Lwin,Myanmar,,14,12,2,12,11,1,Naypyidaw,Anisakan,2,1,1,14.285714285714285,Military,June,Thursday,Asia
2021-05-21,18:00:00,Military - Nigerian Air Force,?,Beechcraft B300 King Air 350i,NAF203,FL-891,0,2020,Near Kaduna,Nigeria,,11,7,4,11,7,4,,?,0,0,0,0.0,Military,May,Friday,Africa
2021-03-28,18:35:00,Soloy Helicopters,?,Eurocopter AS350B3 Ecureuil,N351SH,4598,0,2020,Near Butte,United States of America,Alaska,6,5,1,5,4,1,,Sightseeing Charter,1,1,0,16.666666666666664,Passenger,March,Sunday,North America
2021-03-02,17:05:00,South Sudan Supreme Airlines,?,Let L-410UVP-E,HK-4274,902525,0,2020,Pieri,Sudan,,10,8,2,10,8,2,Pieri,Yuai,0,0,0,0.0,Passenger,March,Tuesday,Africa
2021-01-09,14:40:00,Sriwijaya Air,SJ182,Boeing 737-524,PK-CLC,27323/2616,0,2020,Near Jakarta,Indonesia,,62,56,6,62,56,6,Jakarta,Pontianak,0,0,0,0.0,Passenger,January,Saturday,Asia
2020-09-25,20:50:00,Military - Ukraine Air Force,?,Antonov An26SH,76 yellow,5608,0,2020,Near Chuguev,Ukraine,,27,20,7,26,19,7,,Training,1,1,0,3.7037037037037033,Military,September,Friday,Europe
2020-08-22,08:40:00,South West Aviaiton,?,Antonov 26B,EX-126,11508,0,2020,Juba,South Sudan,,8,5,3,7,4,3,Juba,Wau,1,1,0,12.5,Passenger,August,Saturday,Africa
2020-08-07,19:14:00,Air India Exppress,IX344,Boeing 737-8HG,VT-AXH,36323/2108,0,2020,Calicut,India,,190,184,6,20,18,2,Dubai,Calicut,170,166,4,89.47368421052632,Passenger,August,Friday,Asia
2020-05-22,14:40:00,Pakistan International Airline,PK8303,Airbus A320-214,AP-BLD,2274,1,2020,Karachi,Pakistan,,99,91,8,97,89,8,Lahore,Karachi,2,2,0,2.0202020202020203,Passenger,May,Friday,Asia
2020-03-29,20:00:00,Lion Air Inc.,?,IAI 1124A Westwind II,RP-C5880,353,0,2020,Manila,Philippines,,8,5,3,8,5,3,Manila,Tokyo,0,0,0,0.0,Passenger,March,Sunday,Asia
2020-02-05,18:19:00,Pegasus Airlines,PC2193,Boeing 737-86J,TC-IZK,37742,0,2020,Istanbul,Turkey,,177,171,6,3,3,0,Izmir,Istanbul,174,168,6,98.30508474576271,Passenger,February,Wednesday,Asia
2020-01-08,06:18:00,Ukraine International Airlines,PS752,Boeing 737-8KV WL,UR-PSR,38124/5977,0,2020,Near Shahriah,Iran,,176,167,9,176,167,9,Tehran,Kiev,0,0,0,0.0,Passenger,January,Wednesday,Asia
2020-01-02,,Sudanese Air Force,?,Antonov An12-A,?,2340606,,2020,Geneina,Sudan,,18,9,9,18,9,9,Geneina,Khartoum,0,0,0,0.0,Passenger,January,Thursday,Africa
2019-12-27,07:22:00,Bek Air,Z92100,Fokker 100,UP-F100,11496,0,2010,Almaty,Kazakhstan,,98,95,3,12,11,1,Almaty,Nursultan Nazabavev,86,84,2,87.75510204081633,Passenger,December,Friday,Asia
2019-11-24,09:15:00,Busy Bee Congo,?,Dornier 228-201,9S-GNH,8030,7,2010,Goma,Democratic Republic of the Congo,,19,17,2,19,17,2,Goma,Beni,0,0,0,0.0,Passenger,November,Sunday,Africa
2019-10-04,07:29:00,Ukraine Air Alliance,4050,Antonov An-12BK,UR-CAH,8345604,0,2010,Lviv,Ukraine,,8,1,7,5,1,4,Vigo - Lviv,Istanbul,3,0,3,37.5,Passenger,October,Friday,Europe
2019-09-11,02:28:00,Private,?,Convair CV-440F,N24DR,393,0,2010,Toledo,United States of America,Ohio,2,0,2,2,0,2,Millington,Toledo,0,0,0,0.0,Passenger,September,Wednesday,North America
2019-07-30,02:00:00,Military - Pakistan Army,?,Beechcraft B300 King Air,766,B766,14,2010,Rawalpindi,India,,5,0,5,5,0,5,,Training,0,0,0,0.0,Military,July,Tuesday,Asia
2019-06-03,13:00:00,Military - Indian Air Force,?,Antonov An-32,K2752,1009,0,2010,Near Lipo,India,,13,5,8,13,5,8,Jorhat-Rowriah,Mechuka,0,0,0,0.0,Military,June,Monday,Asia
2019-05-05,18:30:00,Aeroflot Russian International Airlines,?,Sukhoi Superjet-100-95B,RA-89098,95135,0,2010,Moscow,Russia,,78,73,5,41,40,1,Moscow,Murmansk,37,33,4,47.43589743589743,Passenger,May,Sunday,Europe
2019-04-16,11:00:00,Archipelagos Service Aereos,?,Pilatus-Britten Norman BN-2B-27 Islander,CC-CYR,2169,0,2010,Puerto Montt,Chile,,6,5,1,6,5,1,Puerto Montt,Ayacara,0,0,0,0.0,Passenger,April,Tuesday,South America
2019-03-10,08:44:00,Ethiopian Airlines,302,Boeing 737 Max 8,ET-AVJ,63450/7243,0,2010,Bishoftu,Ethiopia,,157,149,8,157,149,8,Addis Ababa,Nairobi,0,0,0,0.0,Passenger,March,Sunday,Africa
2019-03-09,10:40:00,Laser Aereo Colombia,?,Douglas DC-3,HK-2494,:33105/16357,0,2010,Vereda La Bendicion,Colombia,,14,11,3,14,11,3,San Jose,Villavicencio,0,0,0,0.0,Passenger,March,Saturday,South America
2019-02-23,12:45:00,Atlas Air serving Amazon,3591,Boeing 767-375ER,N1217A,25865,0,2010,Houston,United States of America,Texas,3,0,3,3,0,3,Miami,Houston,0,0,0,0.0,Passenger,February,Saturday,North America
2019-01-14,08:30:00,Saha Air,?,Boeing 707-3J9C,EP-CPP,21128/917,0,2010,Karaj,Iran,,16,13,3,15,13,2,Bishkek,Payam,1,0,1,6.25,Passenger,January,Monday,Asia
2018-11-06,02:53:00,Fly Jamaica Airways,?,Boeing 757-N23,N524AT,30233/895,0,2010,Georgetown,Guyana,,128,120,8,1,1,0,Georgetown,Toronto,127,119,8,99.21875,Passenger,November,Tuesday,South America
2018-10-29,06:31:00,Lion Air,610,Boeing 737-MAX 8,PK-LQP,43000/7058,0,2010,Off Jakarta,Indonesia,,189,181,8,189,181,8,Jakarta,Pangkal Pinang,0,0,0,0.0,Passenger,October,Monday,Asia
2018-09-28,10:10:00,Air Niugini,?,Boeing 737-8BK,P2-PXE,33024/1688,0,2010,Chuuk,Micronesia,,47,35,12,1,1,0,Pohnpei,Chuuk,46,34,12,97.87234042553192,Passenger,September,Friday,Oceania
2018-09-17,22:07:00,Military - Russian Air Force,?,Ilyushin Il-20M,RF-93610,173011504,0,2010,Near Latakia-Khmeimim Air Base,Iran,,15,0,15,15,0,15,,Training,0,0,0,0.0,Military,September,Monday,Asia
2018-08-04,16:55:00,Ju Air,?,Junkers JU-52,HB-HOT,6595,1,2010,Flims,Switzerland,,20,17,3,20,17,3,Locorno,Dubendorf,0,0,0,0.0,Passenger,August,Saturday,Europe
2018-07-10,07:44:00,Rovos Air,?,Convair CV-340,ZS-BRV,215,1,2010,Pretoria,South Africa,,19,16,3,1,0,1,,Test Flight,18,16,2,94.73684210526315,Passenger,July,Tuesday,Africa
2018-06-05,17:02:00,Fly SAX,?,Cessna 208B Grand Carivan,5Y-CAC,208B0525,0,2010,Near Njabini,Kenya,,10,8,2,10,8,2,Kitale,Nairobi,0,0,0,0.0,Passenger,June,Tuesday,Africa
2018-05-18,12:08:00,Cubana (leased from Global Air),972,Boeing 737-201,XA-UHZ,21816/592,0,2010,Havana,Cuba,,113,107,6,112,106,6,Havana,Holguin,1,1,0,0.8849557522123894,Passenger,May,Friday,North America
2018-05-02,11:30:00,Military - US Air Force,?,Lockheed HC-130H Hercules,65-0968,382-4110,0,2010,Port Wentworth,United States of America,Georgia,9,0,9,9,0,9,Savannah,Tuscon,0,0,0,0.0,Military,May,Wednesday,North America
2018-04-17,10:04:00,Southwest Airlines,1380,Boeing 737-7H4,N722SW,27880/601,0,2010,NW of Philadelphia,United States of America,Pennsylvania,149,144,5,1,1,0,New York,Dallas,148,143,5,99.32885906040269,Passenger,April,Tuesday,North America
2018-04-11,08:00:00,Military - Algerian Air Force,?,Ilyushin 76-TD,7T-WIP,1043419636,0,2010,Boufarik AB,Algeria,,257,247,10,257,247,10,Boufarik AB - Bechar,Tindouf,0,0,0,0.0,Military,April,Wednesday,Africa
2018-03-12,14:15:00,US-Bangla Airlines,221,de Havilland Canada DHC-8-402Q Dash 8,S2-AGU,BS4041,0,2010,Kathmandu,Nepal,,71,67,4,51,47,4,Dhaka,Kathmandu,20,20,0,28.169014084507044,Passenger,March,Monday,Asia
2018-03-11,18:09:00,Mc Aviation,?,Canadair CL-600-2B16 Challenger 604,TC-TRB,5494,0,2010,81 miles SW o fShahre Kurd,Iran,,11,8,3,11,8,3,Sharjar,Istanbul,0,0,0,0.0,Passenger,March,Sunday,Asia
2018-03-06,14:51:00,Military - Russian Air Force,?,Antonov An-26,RF-92955/52,10107,0,2010,Latakia,Syria,,39,33,6,39,33,6,Kuweires Air Base - Latakia,Khmeimim Air Base,0,0,0,0.0,Military,March,Tuesday,Asia
2018-02-18,09:32:00,Iran Aseman Airlines,EP3704,ATR 72-212,EP-ATS,391,0,2010,Kohangan village,Iran,,66,60,6,66,60,6,Tehran,Yasuj,0,0,0,0.0,Passenger,February,Sunday,Asia
2018-02-11,14:31:00,Saratov Airlines,703,Antonov AN-148-100,RA-61704,27015040004,0,2010,Argunovo,Russia,,71,65,6,71,65,6,Moscow,Orsk,0,0,0,0.0,Passenger,February,Sunday,Europe
2018-02-10,17:31:00,Papillon,?,Eurocopter EC 130B4,N155GC,7091,0,2010,Grand Canyon,United States of America,Arizona,7,6,1,3,3,0,,Sightseeing,4,3,1,57.14285714285714,Passenger,February,Saturday,North America
2018-01-29,,People's Liberation Army Air Force,?,Shaanxi Y-8GX-3,30513,?,0,2010,"Zhengchang,  Suiyang County",China,,12,7,5,12,7,5,,Training,0,0,0,0.0,Passenger,January,Monday,Asia
2017-12-31,12:16:00,Naure Air,?,Cessna 208B Grand Caravan,TI-BEI,208B-0900,0,2010,Punta Islita,Costa Rica,,12,10,2,12,10,2,Punta Islita,San Jose,0,0,0,0.0,Passenger,December,Sunday,North America
2017-12-13,18:15:00,West Wind Aviation,?,ATR42-320,C-GWEA,240,0,2010,Near Fond-du-Lac,Canada,,25,22,3,1,1,0,Fond-du-Lac,Stony Rapids,24,21,3,96.0,Passenger,December,Wednesday,North America
2017-11-15,08:00:00,Costal Aviation,?,Cessna 208B Grand Caravan,5H-EGG,208B-0476,0,2010,Empakaai,Tanzania,,11,10,1,11,10,1,Arusha,Serengeti,0,0,0,0.0,Passenger,November,Wednesday,Africa
2017-10-14,08:30:00,Valan International Cargo Charter,?,Antonov AN-26-100,ER-AVB,3204,0,2010,Abidjan,Ivory Coast,,10,4,6,4,4,0,Burkina Faso,Abidjan,6,0,6,60.0,Passenger,October,Saturday,Africa
2017-10-12,17:15:00,Guicango,?,Embraer EMB-120ER,D2-FDO,120082,0,2010,Near Cuílo,Angola,,7,4,3,7,4,3,Dundo,Luanda,0,0,0,0.0,Passenger,October,Thursday,Africa
2017-09-30,07:30:00,Air Force of the Democratic Republic of the Congo,?,Antonov An-12B,EX-001,5343606,0,2010,Near Kinshasa,Congo,,12,6,6,12,6,6,"Kinshasa,",Bunia,0,0,0,0.0,Passenger,September,Saturday,Africa
2017-07-10,16:00:00,USMC,?,Lockheed KC-130T Hercules,165000,382-5303,0,2010,Near Itta Bena,United States of America,Mississippi,16,14,2,16,14,2,"Cherry Point, NC","El Centro, CA",0,0,0,0.0,Passenger,July,Monday,North America
2017-06-28,10:15:00,Angel Flight,?,Socata TB1-10 Tobago,VH-YTM,1518,0,2010,Mount Gambier,Australia,,3,2,1,3,2,1,Suttontown,Adelaide,0,0,0,0.0,Passenger,June,Wednesday,Oceania
2017-06-07,13:35:00,Military - Myanmar Air Force,?,Shaanxi Y-8F-200W,5820,?,0,2010,Off Dawei,Myanmar,,122,108,14,122,108,14,Myeik,Yangon,0,0,0,0.0,Military,June,Wednesday,Asia
2017-05-27,14:02:00,Summit Air,409,Let L-410UVP-E20,9N-AKY,2917,0,2010,Tenzing,Nepal,,3,0,3,2,0,2,Kathmandu,Lukla,1,0,1,33.33333333333333,Passenger,May,Saturday,Asia
2017-05-05,06:53:00,Air Cargo Carriers,?,Shorts 300-200,N334AC,SH-3029,0,2010,Charleston,United States of America,West Virginia,2,0,2,2,0,2,Louisville,Charleston,0,0,0,0.0,Passenger,May,Friday,North America
2017-03-27,08:15:00,ETA Air Charter,?,Britten-Norman BN2 Islander,C9-AOV,024,0,2010,Mautaer,Zimbabwe,,6,4,2,6,4,2,"Beira, Mozambique","Harare, Zimbabwe",0,0,0,0.0,Passenger,March,Monday,Africa
2017-03-10,11:20:00,Swan Aviation,?,Sikorsky S-76C,TC-HEZ,760717,0,2010,Istanbul,Turkey,,7,5,2,7,5,2,Istanbul,Bozuyuk,0,0,0,0.0,Passenger,March,Friday,Asia
2017-02-21,09:00:00,Australian Corporate Jet Centres PTY. LTD,?,Beechcraft B200 Super King Air,VH-ZCR,BB1544,0,2010,"Melbourne,  Victoria",Australia,,5,4,1,5,4,1,Melbournen,King Island,0,0,0,0.0,Passenger,February,Tuesday,Oceania
2017-01-16,07:19:00,My Cargo Airlines (ACT Airlines),6491,Boeing 747-412F,TC-MCL,32897/1322,35,2010,Bishkek,Kyrgyzstan,,4,0,4,4,0,4,Hong Kong - Bishkek,Istanbul,0,0,0,0.0,Passenger,January,Monday,Asia
2016-12-25,05:27:00,Russian Air Force,?,Tupolev 154B-2,RA-85572,83A-572,0,2010,Near Adar,Russia,,92,84,8,92,84,8,Chkalovsky AB -Ader,Latakia,0,0,0,0.0,Passenger,December,Sunday,Europe
2016-12-20,17:23:00,Aerosucre Colombia,?,Boeing 727-2JOF,HK-4544,21105/1158,0,2010,Puerto Carreno,Colombia,,6,0,6,5,0,5,Puerto Carreno,Bogota,1,0,1,16.666666666666664,Passenger,December,Tuesday,South America
